Major Category,Major,Year,Degree,Completions
Social Sciences,General Social Sciences,2019,Bachelors Degree,124
Social Sciences,Anthropology,2019,Bachelors Degree,336
Social Sciences,Cultural Anthropology,2019,Bachelors Degree,4
Social Sciences,Archeology,2019,Bachelors Degree,7
Social Sciences,Criminology,2019,Bachelors Degree,255
Social Sciences,General Economics,2019,Bachelors Degree,1216
Social Sciences,Econometrics & Quantitative Economics,2019,Bachelors Degree,835
Social Sciences,Developmental Economics & International Development,2019,Bachelors Degree,0
Social Sciences,Other Economics,2019,Bachelors Degree,8
Social Sciences,Geography,2019,Bachelors Degree,24
Social Sciences,International Relations & Affairs,2019,Bachelors Degree,222
Social Sciences,Political Science,2019,Bachelors Degree,1528
Social Sciences,Sociology,2019,Bachelors Degree,1218
Social Sciences,Urban Studies,2019,Bachelors Degree,163
Social Sciences,Sociology & Anthropology,2019,Bachelors Degree,83
Social Sciences,Other Social Sciences,2019,Bachelors Degree,202
Mechanical Technologies,Airframe Mechanics & Aircraft Maintenance Technology,2019,Bachelors Degree,0
Transportation,Airway Management & Operations,2019,Bachelors Degree,88
Transportation,Marine Science & Merchant Marine Officer,2019,Bachelors Degree,160
Visual & Performing Arts,General Visual & Performing Arts,2019,Bachelors Degree,19
Visual & Performing Arts,Digital Arts,2019,Bachelors Degree,52
Visual & Performing Arts,General Dance,2019,Bachelors Degree,156
Visual & Performing Arts,Ballet,2019,Bachelors Degree,11
Visual & Performing Arts,Other Dance,2019,Bachelors Degree,20
Visual & Performing Arts,General Design & Visual Communications,2019,Bachelors Degree,160
Visual & Performing Arts,Commercial & Advertising Art,2019,Bachelors Degree,59
Visual & Performing Arts,Industrial & Product Design,2019,Bachelors Degree,154
Visual & Performing Arts,Commercial Photography,2019,Bachelors Degree,32
Visual & Performing Arts,Fashion & Apparel Design,2019,Bachelors Degree,549
Visual & Performing Arts,Interior Design,2019,Bachelors Degree,161
Visual & Performing Arts,Graphic Design,2019,Bachelors Degree,275
Visual & Performing Arts,Illustration,2019,Bachelors Degree,348
Visual & Performing Arts,Other Design & Applied Arts,2019,Bachelors Degree,55
Visual & Performing Arts,General Drama & Theater Arts,2019,Bachelors Degree,637
Visual & Performing Arts,Technical Theatre Design & Technology,2019,Bachelors Degree,49
Visual & Performing Arts,Playwriting & Screenwriting,2019,Bachelors Degree,56
Visual & Performing Arts,"Theatre Literature, History, & Criticism",2019,Bachelors Degree,6
Visual & Performing Arts,Acting,2019,Bachelors Degree,166
Visual & Performing Arts,Directing & Theatrical Production,2019,Bachelors Degree,25
Visual & Performing Arts,Musical Theatre,2019,Bachelors Degree,44
Visual & Performing Arts,Costume Design,2019,Bachelors Degree,3
Visual & Performing Arts,Other Dramatic Arts & Stagecraft,2019,Bachelors Degree,228
Visual & Performing Arts,"Film, Cinema, & Video Studies",2019,Bachelors Degree,182
Visual & Performing Arts,Cinematography & Film Production,2019,Bachelors Degree,570
Visual & Performing Arts,Photography,2019,Bachelors Degree,194
Visual & Performing Arts,Other Film & Photographic Arts,2019,Bachelors Degree,73
Visual & Performing Arts,General Art Studies,2019,Bachelors Degree,40
Visual & Performing Arts,General Fine Studio Arts,2019,Bachelors Degree,619
Visual & Performing Arts,"Art History, Criticism, & Conservation",2019,Bachelors Degree,225
Visual & Performing Arts,Drawing,2019,Bachelors Degree,11
Visual & Performing Arts,Painting,2019,Bachelors Degree,31
Visual & Performing Arts,Sculpture,2019,Bachelors Degree,10
Visual & Performing Arts,Printmaking,2019,Bachelors Degree,5
Visual & Performing Arts,Ceramic Arts & Ceramics,2019,Bachelors Degree,2
Visual & Performing Arts,Other Fine Arts & Art Studies,2019,Bachelors Degree,47
Visual & Performing Arts,General Music,2019,Bachelors Degree,106
Visual & Performing Arts,"Music History, Literature, & Theory",2019,Bachelors Degree,13
Visual & Performing Arts,General Music Performance,2019,Bachelors Degree,149
Visual & Performing Arts,Music Theory & Composition,2019,Bachelors Degree,17
Visual & Performing Arts,Conducting,2019,Bachelors Degree,0
Visual & Performing Arts,Keyboard Instruments,2019,Bachelors Degree,44
Visual & Performing Arts,Voice & Opera,2019,Bachelors Degree,38
Visual & Performing Arts,Jazz & Jazz Studies,2019,Bachelors Degree,79
Visual & Performing Arts,Stringed Instruments,2019,Bachelors Degree,50
Visual & Performing Arts,Music Technology,2019,Bachelors Degree,33
Visual & Performing Arts,Brass Instruments,2019,Bachelors Degree,6
Visual & Performing Arts,Woodwind Instruments,2019,Bachelors Degree,16
Visual & Performing Arts,Percussion Instruments,2019,Bachelors Degree,4
Visual & Performing Arts,Other Music,2019,Bachelors Degree,0
Visual & Performing Arts,Fine & Studio Arts Management,2019,Bachelors Degree,190
Visual & Performing Arts,Theatre Arts Management,2019,Bachelors Degree,86
Visual & Performing Arts,Other Visual & Performing Arts,2019,Bachelors Degree,152
Health,General Health Services,2019,Bachelors Degree,387
Health,General Health & Wellness,2019,Bachelors Degree,0
Health,General Communication Sciences & Disorders,2019,Bachelors Degree,103
Health,Audiology,2019,Bachelors Degree,0
Health,Speech-Language Pathology,2019,Bachelors Degree,0
Health,Audiology & Speech-Language Pathology,2019,Bachelors Degree,303
Health,Dental Hygiene,2019,Bachelors Degree,15
Health,Health Care Administration & Management,2019,Bachelors Degree,148
Health,Hospital & Health Care Facilities Management,2019,Bachelors Degree,381
Health,Health Information & Medical Records Administration,2019,Bachelors Degree,52
Health,Health Information & Medical Records Technology,2019,Bachelors Degree,3
Health,Other Allied Health & Medical Assisting Services,2019,Bachelors Degree,23
Health,Nuclear Medical Technologist,2019,Bachelors Degree,1
Health,Radiation Therapist,2019,Bachelors Degree,63
Health,Radiographer,2019,Bachelors Degree,23
Health,Physician Assistant,2019,Bachelors Degree,138
Health,Clinical Laboratory Technologist,2019,Bachelors Degree,102
Health,Pre-Optometry Studies,2019,Bachelors Degree,1
Health,Pharmaceutical Sciences,2019,Bachelors Degree,0
Health,General Public Health,2019,Bachelors Degree,80
Health,Environmental Health,2019,Bachelors Degree,7
Health,Public Health Education & Promotion,2019,Bachelors Degree,128
Health,Community Health & Preventative Medicine,2019,Bachelors Degree,73
Health,Health Services Administration,2019,Bachelors Degree,146
Health,Occupational Therapy,2019,Bachelors Degree,0
Health,Physical Therapy,2019,Bachelors Degree,0
Health,Therapeutic Recreation Therapy,2019,Bachelors Degree,49
Health,Dietetics,2019,Bachelors Degree,144
Health,Others Dietetics & Clinical Nutrition Services,2019,Bachelors Degree,21
Health,Movement Therapy & Movement Education,2019,Bachelors Degree,19
Health,Registered Nursing,2019,Bachelors Degree,2102
Health,Geriatric Nurse,2019,Bachelors Degree,0
Health,"Other Registered Nursing, Nursing Administration, Nursing Research, & Clinical Nursing",2019,Bachelors Degree,0
Health,Other Health Professions & Related Clinical Sciences,2019,Bachelors Degree,177
Business,General Business,2019,Bachelors Degree,854
Business,General Business Admin & Mgt,2019,Bachelors Degree,2421
Business,"Non-Profit, Public, & Organizational Management",2019,Bachelors Degree,13
Business,Retail Management,2019,Bachelors Degree,0
Business,Organizational Leadership,2019,Bachelors Degree,34
Business,"Other Business Administration, Management, & Operations",2019,Bachelors Degree,129
Business,Accounting,2019,Bachelors Degree,2554
Business,Accounting & Finance,2019,Bachelors Degree,55
Business,General Administrative Assistant & Secretarial Science,2019,Bachelors Degree,0
Business,Business & Corporate Communications,2019,Bachelors Degree,292
Business,Business & Managerial Economics,2019,Bachelors Degree,91
Business,Entrepreneurial Studies,2019,Bachelors Degree,117
Business,Other Small Business & Entrepreneurial Operations,2019,Bachelors Degree,18
Business,General Finance,2019,Bachelors Degree,1763
Business,Financial Planning & Services,2019,Bachelors Degree,20
Business,Investments & Securities,2019,Bachelors Degree,0
Business,General Hospitality Management,2019,Bachelors Degree,303
Business,Hotel Administration & Management,2019,Bachelors Degree,64
Business,General Human Resources Management & Personnel Administration,2019,Bachelors Degree,19
Business,Labor & Industrial Relations,2019,Bachelors Degree,0
Business,Labor Studies,2019,Bachelors Degree,7
Business,"International Business, Trade, & Commerce",2019,Bachelors Degree,224
Business,General Management Information Systems,2019,Bachelors Degree,136
Business,Other Management Information Systems & Services,2019,Bachelors Degree,0
Business,Management Science,2019,Bachelors Degree,0
Business,Business Statistics,2019,Bachelors Degree,122
Business,Actuarial Science,2019,Bachelors Degree,102
Business,Other Management Sciences & Quantitative Methods,2019,Bachelors Degree,34
Business,General Marketing & Marketing Management,2019,Bachelors Degree,454
Business,Marketing Research,2019,Bachelors Degree,23
Business,International Marketing,2019,Bachelors Degree,187
Business,Real Estate,2019,Bachelors Degree,116
Business,Insurance,2019,Bachelors Degree,62
Business,"General Sales, Distribution, & Marketing Operations",2019,Bachelors Degree,479
Business,Fashion Merchandising,2019,Bachelors Degree,730
Business,Special Products Marketing Operations,2019,Bachelors Degree,22
Business,"Other Specialized Merchandising, Sales, & Marketing Operations",2019,Bachelors Degree,46
Business,Construction Management,2019,Bachelors Degree,0
Business,"Other Business, Management, Marketing, & Related Support Services",2019,Bachelors Degree,191
History,General History,2019,Bachelors Degree,720
History,History & Philosophy of Science & Technology,2019,Bachelors Degree,10
Communication Technologies,Communications Technology,2018,Bachelors Degree,16
Communication Technologies,Photographic & Video Technology,2018,Bachelors Degree,40
Communication Technologies,Prepress Publising & Digital Imaging Design,2018,Bachelors Degree,0
Communication Technologies,"Animation, Interactive Technology, Video Graphics, & Special Effects",2018,Bachelors Degree,134
Computer and Information Sciences and Support Services,General Computer & Information Sciences,2018,Bachelors Degree,710
Computer and Information Sciences and Support Services,Information Technology,2018,Bachelors Degree,76
Computer and Information Sciences and Support Services,Other Computer & Information Sciences,2018,Bachelors Degree,5
Computer and Information Sciences and Support Services,Information Science,2018,Bachelors Degree,555
Computer and Information Sciences and Support Services,Computer Systems Analysis,2018,Bachelors Degree,21
Computer and Information Sciences and Support Services,Computer Science,2018,Bachelors Degree,819
Computer and Information Sciences and Support Services,"Web Page, Digital, & Information Resource Design",2018,Bachelors Degree,371
Computer and Information Sciences and Support Services,Computer Graphics,2018,Bachelors Degree,76
Computer and Information Sciences and Support Services,Other Computer Software & Media Applications,2018,Bachelors Degree,16
Computer and Information Sciences and Support Services,Computer Systems Networking & Telecommunications,2018,Bachelors Degree,20
Computer and Information Sciences and Support Services,Network & System Administration,2018,Bachelors Degree,11
Computer and Information Sciences and Support Services,Computer & Information Systems Security,2018,Bachelors Degree,89
Computer and Information Sciences and Support Services,Information Technology Project Management,2018,Bachelors Degree,46
Computer and Information Sciences and Support Services,Other Computer & Information Technology Services Management,2018,Bachelors Degree,34
Computer and Information Sciences and Support Services,Other Computer & Information Support Services,2018,Bachelors Degree,5
Education,General Education,2018,Bachelors Degree,7
Education,Bilingual & Multilingual Education,2018,Bachelors Degree,40
Education,General Special Education & Teaching,2018,Bachelors Degree,65
Education,Education of Individuals with Speech or Language Impairments,2018,Bachelors Degree,0
Education,Education of Individuals in Early Childhood Special Education Programs,2018,Bachelors Degree,24
Education,Education of Individuals in Elementary Special Education Programs,2018,Bachelors Degree,19
Education,Education of Individuals in Middle School Special Education Programs,2018,Bachelors Degree,0
Education,Elementary Education & Teaching,2018,Bachelors Degree,558
Education,Middle School Education & Teaching,2018,Bachelors Degree,0
Education,Secondary Education & Teaching,2018,Bachelors Degree,10
